idx,specimen,measurement,start_time,end_time
217,FOF2-20,24.1.S.040E,2024-04-10 21:54:09.711965,2024-04-10 21:54:17.611965
218,FOF2-20,24.1.S.040E,2024-04-10 21:56:01.028963,2024-04-10 21:56:08.928963
219,FOF2-20,24.1.S.040E,2024-04-10 22:03:22.232002,2024-04-10 22:03:30.132002
220,FOF2-20,24.1.S.040E,2024-04-10 22:16:48.635996,2024-04-10 22:16:56.535996
221,FOF2-20,24.1.S.040E,2024-04-10 22:25:30.637993,2024-04-10 22:25:58.287993
222,FOF2-20,24.1.S.040E,2024-04-10 22:26:00.560985,2024-04-10 22:26:13.210985
223,FOF2-20,24.1.S.040E,2024-04-10 22:26:16.629978,2024-04-10 22:26:35.779978
224,FOF2-20,24.1.S.040E,2024-04-10 22:26:35.863992,2024-04-10 22:26:45.663992
225,FOF2-20,24.1.S.040E,2024-04-10 22:31:13.580973,2024-04-10 22:31:21.480973
226,FOF2-20,24.1.S.040E,2024-04-10 22:46:47.237989,2024-04-10 22:46:55.137989
227,FOF2-20,24.1.S.040E,2024-07-05 22:50:15.632996,2024-07-05 22:50:20.782996
228,FOF2-20,24.1.S.040E,2024-07-05 22:50:35.736005,2024-07-05 22:50:40.886005
229,FOF2-9,24.1.S.041E,2024-04-10 23:00:12.434989,2024-04-10 23:00:20.334989
230,FOF2-9,24.1.S.041E,2024-04-10 23:27:22.564993,2024-04-10 23:27:30.464993
231,FOF2-9,24.1.S.041E,2024-04-10 23:29:03.026970,2024-04-10 23:29:10.926970
232,FOF2-9,24.1.S.041E,2024-04-10 23:29:19.703001,2024-04-10 23:29:27.603001
233,FOF2-9,24.1.S.041E,2024-04-10 23:29:51.721979,2024-04-10 23:29:59.621979
234,FOF2-9,24.1.S.041E,2024-04-10 23:47:07.055973,2024-04-10 23:47:57.455973
235,FOF2-9,24.1.S.041E,2024-04-10 23:50:52.529986,2024-04-10 23:51:00.429986
236,FOF2-9,24.1.S.041E,2024-04-10 23:56:13.434985,2024-04-11 00:02:15.184985
237,FOF2-9,24.1.S.041E,2024-04-11 00:06:05.555973,2024-04-11 00:06:13.455973
238,FOF2-9,24.1.S.041E,2024-04-11 00:06:27.911998,2024-04-11 00:06:35.811998
239,FOF2-9,24.1.S.041E,2024-04-11 00:10:55.332997,2024-04-11 00:11:07.582997
240,FOF2-9,24.1.S.041E,2024-04-11 00:11:10.164983,2024-04-11 00:11:18.114983
241,FOF2-9,24.1.S.041E,2024-04-11 00:11:32.646977,2024-04-11 00:18:13.146977
242,FOF2-9,24.1.S.041E,2024-04-11 00:35:40.088975,2024-04-11 00:35:47.988975
243,FOF2-9,24.1.S.041E,2024-04-11 00:50:41.089962,2024-04-11 00:50:48.989962
244,FOF2-9,24.1.S.041E,2024-04-11 00:57:00.962012,2024-04-11 01:03:34.712012
245,FOF2-9,24.1.S.041E,2024-04-11 01:05:25.197981,2024-04-11 01:05:33.097981
246,FOF2-9,24.1.S.041E,2024-04-11 01:12:14.610003,2024-04-11 01:26:03.110003
247,FOF2-9,24.1.S.041E,2024-04-11 01:26:10.321020,2024-04-11 01:32:48.521020
248,FOF2-9,24.1.S.041E,2024-04-11 01:36:32.605998,2024-04-11 01:36:40.505998
249,FOF2-9,24.1.S.041E,2024-04-11 02:36:07.858985,2024-04-11 02:36:15.758985
250,FOF2-9,24.1.S.041E,2024-04-11 02:37:33.962964,2024-04-11 02:37:41.862964
251,FOF2-9,24.1.S.041E,2024-07-05 23:33:32.605995,2024-07-05 23:33:37.755995
252,FOF2-9,24.1.S.041E,2024-07-05 23:33:50.070998,2024-07-05 23:33:55.220998
253,FOF2-9,24.1.S.041E,2024-07-05 23:35:27.257998,2024-07-05 23:35:43.357998
254,FOF2-21,24.1.S.042E,2024-04-11 19:01:37.994989,2024-04-11 19:01:45.894989
255,FOF2-21,24.1.S.042E,2024-04-11 19:02:15.951975,2024-04-11 19:02:23.851975
256,FOF2-21,24.1.S.042E,2024-04-11 19:02:46.365972,2024-04-11 19:02:54.265972
257,FOF2-21,24.1.S.042E,2024-04-11 19:10:28.380968,2024-04-11 19:10:36.280968
258,FOF2-21,24.1.S.042E,2024-04-11 19:24:55.541985,2024-04-11 19:25:03.441985
259,FOF2-21,24.1.S.042E,2024-04-11 19:40:09.079979,2024-04-11 19:40:16.979979
260,FOF2-21,24.1.S.042E,2024-04-11 19:54:55.616993,2024-04-11 19:55:03.516993
261,FOF2-21,24.1.S.042E,2024-04-11 21:06:48.468997,2024-04-11 21:06:56.918997
262,FOF2-21,24.1.S.042E,2024-04-11 21:11:02.362008,2024-04-11 21:11:09.312008
263,FOF2-21,24.1.S.042E,2024-04-11 21:11:17.370979,2024-04-11 21:11:25.270979
264,FOF2-21,24.1.S.042E,2024-04-11 21:12:02.375965,2024-04-11 21:12:10.275965
265,FOF2-21,24.1.S.042E,2024-07-06 00:17:10.789018,2024-07-06 00:17:15.939018
266,FOF2-21,24.1.S.042E,2024-07-06 00:17:27.626987,2024-07-06 00:17:32.776987
267,FOF2-12,24.1.S.043E,2024-04-11 20:26:49.311984,2024-04-11 20:26:57.211984
268,FOF2-12,24.1.S.043E,2024-04-11 20:27:10.855983,2024-04-11 20:27:18.755983
269,FOF2-12,24.1.S.043E,2024-04-11 20:34:43.031966,2024-04-11 20:34:50.931966
270,FOF2-12,24.1.S.043E,2024-04-11 20:48:47.497995,2024-04-11 20:48:55.397995
271,FOF2-12,24.1.S.043E,2024-04-11 20:53:53.543006,2024-04-11 20:54:05.743006
272,FOF2-12,24.1.S.043E,2024-04-11 20:54:15.353992,2024-04-11 20:54:25.753992
273,FOF2-12,24.1.S.043E,2024-04-11 20:55:30.913992,2024-04-11 20:55:39.563992
274,FOF2-24,24.1.S.044E,2024-04-11 22:14:53.081000,2024-04-11 22:15:00.981000
275,FOF2-24,24.1.S.044E,2024-04-11 22:15:17.895994,2024-04-11 22:15:25.795994
276,FOF2-24,24.1.S.044E,2024-04-11 22:16:09.043976,2024-04-11 22:16:16.943976
277,FOF2-24,24.1.S.044E,2024-04-11 22:39:17.363985,2024-04-11 22:39:25.263985
278,FOF2-24,24.1.S.044E,2024-04-11 22:54:26.540989,2024-04-11 22:54:34.440989
279,FOF2-24,24.1.S.044E,2024-04-11 23:04:22.412994,2024-04-11 23:04:59.612994
280,FOF2-10,24.1.S.045E,2024-04-19 18:40:18.136995,2024-04-19 18:40:26.036995
281,FOF2-10,24.1.S.045E,2024-04-19 18:40:33.350994,2024-04-19 18:40:41.250994
282,FOF2-10,24.1.S.045E,2024-04-19 18:43:40.529982,2024-04-19 18:43:48.429982
283,FOF2-10,24.1.S.045E,2024-04-19 18:47:53.999982,2024-04-19 18:48:01.899982
284,FOF2-10,24.1.S.045E,2024-04-19 19:02:31.794979,2024-04-19 19:02:39.694979
285,FOF2-10,24.1.S.045E,2024-04-19 19:09:47.152988,2024-04-19 19:09:56.502988
286,FOF2-10,24.1.S.045E,2024-04-19 19:10:02.364975,2024-04-19 19:10:10.514975
287,FOF2-10,24.1.S.045E,2024-04-19 19:10:28.967969,2024-04-19 19:10:35.917969
288,FOF2-10,24.1.S.045E,2024-04-19 19:11:29.945993,2024-04-19 19:11:36.295993
289,FOF2-10,24.1.S.045E,2024-04-19 19:11:37.627021,2024-04-19 19:11:44.627021
290,FOF2-10,24.1.S.045E,2024-04-19 19:18:51.972000,2024-04-19 19:18:59.872000
291,FOF2-10,24.1.S.045E,2024-04-19 19:32:40.252963,2024-04-19 19:32:48.152963
292,FOF2-10,24.1.S.045E,2024-04-19 20:47:18.538992,2024-04-19 20:47:46.538992
293,FOF2-10,24.1.S.045E,2024-04-19 20:47:53.500018,2024-04-19 20:47:57.350018
294,FOF2-10,24.1.S.045E,2024-04-19 20:48:27.825963,2024-04-19 20:48:35.725963
295,FOF2-10,24.1.S.045E,2024-04-19 20:48:39.504999,2024-04-19 20:48:47.404999
296,FOF2-10,24.1.S.045E,2024-07-12 18:20:12.530981,2024-07-12 18:20:17.680981
297,FOF2-10,24.1.S.045E,2024-07-12 18:20:30.837983,2024-07-12 18:20:35.987983
298,FOF2-22,24.1.S.046E,2024-04-19 19:53:01.416969,2024-04-19 19:53:09.316969
299,FOF2-22,24.1.S.046E,2024-04-19 19:53:30.880981,2024-04-19 19:53:38.780981
300,FOF2-22,24.1.S.046E,2024-04-19 19:56:50.507981,2024-04-19 19:56:58.407981
301,FOF2-22,24.1.S.046E,2024-04-19 20:03:26.656989,2024-04-19 20:03:34.556989
302,FOF2-22,24.1.S.046E,2024-04-19 20:17:15.443965,2024-04-19 20:17:23.343965
303,FOF2-22,24.1.S.046E,2024-04-19 20:31:33.926977,2024-04-19 20:31:41.826977
304,FOF2-22,24.1.S.046E,2024-04-19 21:01:18.364974,2024-04-19 21:01:46.364974
305,FOF2-22,24.1.S.046E,2024-04-19 21:11:46.536984,2024-04-19 21:11:54.436984
306,FOF2-22,24.1.S.046E,2024-04-19 21:16:48.298977,2024-04-19 21:16:56.198977
307,FOF2-22,24.1.S.046E,2024-04-19 21:31:54.797983,2024-04-19 21:32:02.697983
308,FOF2-22,24.1.S.046E,2024-04-19 21:47:21.037980,2024-04-19 21:47:28.937980
309,FOF2-22,24.1.S.046E,2024-04-19 22:01:34.198993,2024-04-19 22:01:42.098993
310,FOF2-22,24.1.S.046E,2024-04-19 22:32:03.987982,2024-04-19 22:32:11.887982
311,FOF2-22,24.1.S.046E,2024-07-12 18:58:30.386994,2024-07-12 18:58:35.536994
312,FOF2-22,24.1.S.046E,2024-07-12 18:58:49.514994,2024-07-12 18:58:54.664994
313,FOF2-11,24.1.S.047E,2024-04-19 23:24:44.959973,2024-04-19 23:24:52.859973
314,FOF2-11,24.1.S.047E,2024-04-19 23:25:03.606986,2024-04-19 23:25:11.506986
315,FOF2-11,24.1.S.047E,2024-04-19 23:25:51.818995,2024-04-19 23:25:59.718995
316,FOF2-11,24.1.S.047E,2024-04-19 23:31:26.208974,2024-04-19 23:31:34.108974
317,FOF2-11,24.1.S.047E,2024-04-19 23:31:42.765995,2024-04-19 23:31:55.115995
318,FOF2-11,24.1.S.047E,2024-04-19 23:32:05.361004,2024-04-19 23:32:21.461004
319,FOF2-11,24.1.S.047E,2024-04-19 23:32:33.818987,2024-04-19 23:33:04.418987
320,FOF2-11,24.1.S.047E,2024-04-19 23:33:05.035998,2024-04-19 23:33:22.685998
321,FOF2-11,24.1.S.047E,2024-04-19 23:33:41.892004,2024-04-19 23:33:51.392004
322,FOF2-11,24.1.S.047E,2024-04-19 23:44:54.843011,2024-04-19 23:45:02.543011
323,FOF2-11,24.1.S.047E,2024-04-19 23:45:19.772950,2024-04-19 23:45:27.472950
324,FOF2-11,24.1.S.047E,2024-04-19 23:46:19.352953,2024-04-19 23:46:27.002953
325,FOF2-11,24.1.S.047E,2024-04-19 23:46:49.767996,2024-04-19 23:46:57.417996
326,FOF2-11,24.1.S.047E,2024-04-19 23:47:01.897964,2024-04-19 23:47:09.547964
327,FOF2-11,24.1.S.047E,2024-04-19 23:47:21.087963,2024-04-19 23:47:33.337963
328,FOF2-11,24.1.S.047E,2024-04-19 23:47:37.705012,2024-04-19 23:47:45.355012
329,FOF2-11,24.1.S.047E,2024-04-19 23:47:49.773987,2024-04-19 23:48:09.423987
330,FOF2-11,24.1.S.047E,2024-04-19 23:48:13.746981,2024-04-19 23:48:27.346981
331,FOF2-11,24.1.S.047E,2024-04-19 23:48:30.824981,2024-04-19 23:48:40.124981
332,FOF2-11,24.1.S.047E,2024-04-19 23:48:43.149960,2024-04-19 23:48:57.099960
333,FOF2-11,24.1.S.047E,2024-04-19 23:49:13.876971,2024-04-19 23:49:27.376971
334,FOF2-11,24.1.S.047E,2024-04-19 23:49:30.777985,2024-04-19 23:50:15.377985
335,FOF2-11,24.1.S.047E,2024-04-19 23:50:19.106993,2024-04-19 23:50:33.406993
336,FOF2-11,24.1.S.047E,2024-04-19 23:51:18.882006,2024-04-19 23:51:26.832006
337,FOF2-11,24.1.S.047E,2024-04-20 00:04:16.467971,2024-04-20 00:04:24.367971
338,FOF2-11,24.1.S.047E,2024-04-20 00:15:43.926966,2024-04-20 00:15:51.826966
339,FOF2-11,24.1.S.047E,2024-04-20 00:46:10.169967,2024-04-20 00:46:18.069967
340,FOF2-11,24.1.S.047E,2024-04-20 01:01:07.452970,2024-04-20 01:01:15.352970
341,FOF2-11,24.1.S.047E,2024-04-20 01:10:21.075998,2024-04-20 01:10:31.425998
342,FOF2-11,24.1.S.047E,2024-04-20 01:15:39.674994,2024-04-20 01:29:34.524994
343,FOF2-11,24.1.S.047E,2024-04-20 01:31:22.933970,2024-04-20 01:31:30.833970
344,FOF2-11,24.1.S.047E,2024-04-20 01:32:24.332993,2024-04-20 01:34:03.032993
345,FOF2-11,24.1.S.047E,2024-04-20 01:46:23.822022,2024-04-20 01:56:17.472022
346,FOF2-11,24.1.S.047E,2024-04-20 01:56:30.394995,2024-04-20 01:56:41.394995
347,FOF2-11,24.1.S.047E,2024-04-20 01:56:47.669976,2024-04-20 01:56:59.319976
348,FOF2-11,24.1.S.047E,2024-04-20 01:56:59.939996,2024-04-20 01:57:11.639996
349,FOF2-11,24.1.S.047E,2024-04-20 01:57:17.430024,2024-04-20 01:57:41.330024
350,FOF2-11,24.1.S.047E,2024-04-20 01:57:53.500961,2024-04-20 01:58:05.350961
351,FOF2-11,24.1.S.047E,2024-04-20 01:58:06.212982,2024-04-20 01:58:29.412982
352,FOF2-11,24.1.S.047E,2024-04-20 01:58:36.118996,2024-04-20 01:58:47.368996
353,FOF2-11,24.1.S.047E,2024-04-20 01:59:05.948003,2024-04-20 01:59:23.248003
354,FOF2-11,24.1.S.047E,2024-04-20 01:59:30.227976,2024-04-20 01:59:47.027976
355,FOF2-11,24.1.S.047E,2024-04-20 01:59:54.149029,2024-04-20 02:00:11.399029
356,FOF2-11,24.1.S.047E,2024-04-20 02:00:17.991990,2024-04-20 02:00:29.391990
357,FOF2-11,24.1.S.047E,2024-04-20 02:00:30.103008,2024-04-20 02:00:41.003008
358,FOF2-11,24.1.S.047E,2024-04-20 02:00:42.237000,2024-04-20 02:00:58.937000
359,FOF2-11,24.1.S.047E,2024-04-20 02:01:00.209987,2024-04-20 02:05:57.559987
360,FOF2-11,24.1.S.047E,2024-04-20 02:06:00.157987,2024-04-20 02:06:06.507987
361,FOF2-11,24.1.S.047E,2024-04-20 02:06:17.822989,2024-04-20 02:06:54.372989
362,FOF2-11,24.1.S.047E,2024-04-20 02:07:17.723972,2024-04-20 02:07:24.973972
363,FOF2-11,24.1.S.047E,2024-04-20 02:07:53.866966,2024-04-20 02:08:41.166966
364,FOF2-11,24.1.S.047E,2024-04-20 02:28:43.799998,2024-04-20 02:28:51.699998
365,FOF2-11,24.1.S.047E,2024-07-12 19:47:19.276962,2024-07-12 19:47:40.576962
366,FOF2-11,24.1.S.047E,2024-07-12 19:56:18.963996,2024-07-12 19:56:24.113996
367,FOF2-11,24.1.S.047E,2024-07-12 19:56:51.221999,2024-07-12 19:56:56.371999
368,FOF2-11,24.1.S.047E,2024-07-12 19:56:59.978017,2024-07-12 19:57:05.128017
369,FOF2-23,24.1.S.048E,2024-04-20 13:11:23.252004,2024-04-20 13:11:30.852004
370,FOF2-23,24.1.S.048E,2024-04-20 13:11:31.720998,2024-04-20 13:11:55.470998
371,FOF2-23,24.1.S.048E,2024-04-20 13:12:04.424985,2024-04-20 13:12:18.024985
372,FOF2-23,24.1.S.048E,2024-04-20 13:12:19.366002,2024-04-20 13:18:08.816002
373,FOF2-23,24.1.S.048E,2024-04-20 13:18:21.768020,2024-04-20 13:18:31.718020
374,FOF2-23,24.1.S.048E,2024-04-20 13:18:32.900971,2024-04-20 13:18:44.200971
375,FOF2-23,24.1.S.048E,2024-04-20 13:18:51.544000,2024-04-20 13:19:00.844000
376,FOF2-23,24.1.S.048E,2024-04-20 13:21:55.450989,2024-04-20 13:23:04.900989
377,FOF2-23,24.1.S.048E,2024-04-20 14:00:09.271981,2024-04-20 14:00:17.171981
378,FOF2-23,24.1.S.048E,2024-04-20 14:00:30.312985,2024-04-20 14:00:38.212985
379,FOF2-23,24.1.S.048E,2024-04-20 14:01:00.880995,2024-04-20 14:01:08.780995
380,FOF2-23,24.1.S.048E,2024-04-20 14:08:21.435998,2024-04-20 14:08:29.335998
381,FOF2-23,24.1.S.048E,2024-04-20 14:23:34.846976,2024-04-20 14:23:42.746976
382,FOF2-23,24.1.S.048E,2024-04-20 14:37:57.407978,2024-04-20 14:38:05.307978
383,FOF2-23,24.1.S.048E,2024-04-20 14:52:55.203994,2024-04-20 14:53:03.103994
384,FOF2-23,24.1.S.048E,2024-04-20 16:04:08.872988,2024-04-20 16:04:16.022988
385,FOF2-23,24.1.S.048E,2024-04-20 16:09:25.696979,2024-04-20 16:09:33.596979
386,FOF2-23,24.1.S.048E,2024-07-12 20:50:45.110996,2024-07-12 20:52:15.060996
387,FOF2-23,24.1.S.048E,2024-07-12 20:52:22.510025,2024-07-12 20:52:30.360025
388,FOF2-23,24.1.S.048E,2024-07-12 20:58:11.866006,2024-07-12 20:58:17.016006
389,FOF2-23,24.1.S.048E,2024-07-12 20:58:27.911986,2024-07-12 20:58:33.061986
390,FOF2-26,24.1.S.049E,2024-04-20 15:11:39.775001,2024-04-20 15:11:47.675001
391,FOF2-26,24.1.S.049E,2024-04-20 15:11:50.873996,2024-04-20 15:11:58.773996
392,FOF2-26,24.1.S.049E,2024-04-20 15:12:08.885968,2024-04-20 15:12:16.785968
393,FOF2-26,24.1.S.049E,2024-04-20 15:12:37.622002,2024-04-20 15:12:45.522002
394,FOF2-26,24.1.S.049E,2024-04-20 15:19:30.452996,2024-04-20 15:19:38.352996
395,FOF2-26,24.1.S.049E,2024-04-20 15:33:51.369992,2024-04-20 15:33:59.269992
396,FOF2-26,24.1.S.049E,2024-04-20 15:38:44.629998,2024-04-20 15:38:51.229998
397,FOF2-26,24.1.S.049E,2024-04-20 15:43:39.349985,2024-04-20 15:43:47.249985
398,FOF2-26,24.1.S.049E,2024-04-20 15:46:31.212018,2024-04-20 15:52:46.212018
399,FOF2-26,24.1.S.049E,2024-04-20 16:02:28.132959,2024-04-20 16:03:31.232959
400,FOF2-26,24.1.S.049E,2024-04-20 16:13:41.096961,2024-04-20 16:13:48.596961
401,FOF2-26,24.1.S.049E,2024-04-20 16:20:31.691998,2024-04-20 16:20:39.591998
402,FOF2-26,24.1.S.049E,2024-04-20 16:22:10.889006,2024-04-20 16:22:33.689006
403,FOF2-26,24.1.S.049E,2024-04-20 16:33:31.525990,2024-04-20 16:33:39.425990
404,FOF2-26,24.1.S.049E,2024-04-20 16:33:51.267987,2024-04-20 16:33:59.167987
405,FOF2-26,24.1.S.049E,2024-04-20 16:35:34.039991,2024-04-20 16:35:41.939991
406,FOF2-26,24.1.S.049E,2024-04-20 16:48:29.135967,2024-04-20 16:48:37.035967
407,FOF2-26,24.1.S.049E,2024-04-20 17:03:01.397983,2024-04-20 17:03:09.297983
408,FOF2-26,24.1.S.049E,2024-04-20 17:19:49.260994,2024-04-20 17:19:57.160994
409,FOF2-26,24.1.S.049E,2024-04-20 17:20:20.163985,2024-04-20 17:20:28.063985
410,FOF2-26,24.1.S.049E,2024-07-12 22:02:11.982011,2024-07-12 22:02:17.132011
411,FOF2-26,24.1.S.049E,2024-07-12 22:02:26.237013,2024-07-12 22:02:31.387013
412,FOF2-27,24.1.S.050E,2024-04-20 17:57:17.768975,2024-04-20 17:57:25.668975
413,FOF2-27,24.1.S.050E,2024-04-20 17:57:41.647984,2024-04-20 17:57:49.547984
414,FOF2-27,24.1.S.050E,2024-04-20 18:00:12.291987,2024-04-20 18:00:20.191987
415,FOF2-27,24.1.S.050E,2024-04-20 18:04:11.305979,2024-04-20 18:04:19.905979
416,FOF2-28,24.1.S.051E,2024-04-20 19:35:41.319975,2024-04-20 19:35:49.219975
417,FOF2-28,24.1.S.051E,2024-04-20 19:36:08.301965,2024-04-20 19:36:16.201965
418,FOF2-28,24.1.S.051E,2024-04-20 19:42:19.088970,2024-04-20 19:42:26.988970
419,FOF2-28,24.1.S.051E,2024-04-20 19:57:19.809975,2024-04-20 19:57:27.709975
420,FOF2-28,24.1.S.051E,2024-04-20 20:06:45.649996,2024-04-20 20:06:52.849996
421,FOF2-28,24.1.S.051E,2024-04-20 20:11:18.068997,2024-04-20 20:11:25.968997
422,FOF2-28,24.1.S.051E,2024-04-20 20:26:20.333988,2024-04-20 20:26:28.233988
423,FOF2-28,24.1.S.051E,2024-04-20 20:55:22.882976,2024-04-20 20:55:30.782976
424,FOF2-28,24.1.S.051E,2024-04-20 21:11:47.362971,2024-04-20 21:11:55.262971
425,FOF2-28,24.1.S.051E,2024-04-20 21:26:50.260990,2024-04-20 21:26:58.160990
426,FOF2-28,24.1.S.051E,2024-04-20 21:40:31.702964,2024-04-20 21:40:39.602964
427,FOF2-28,24.1.S.051E,2024-04-20 21:41:50.662986,2024-04-20 21:41:58.562986
428,FOF2-28,24.1.S.051E,2024-04-20 21:43:13.596996,2024-04-20 21:43:21.496996
429,FOF2-28,24.1.S.051E,2024-04-20 22:16:30.777996,2024-04-20 22:16:38.677996
430,FOF2-28,24.1.S.051E,2024-04-20 22:40:14.878982,2024-04-20 22:40:22.778982
431,FOF2-28,24.1.S.051E,2024-07-12 23:20:49.996009,2024-07-12 23:20:55.146009
432,FOF2-28,24.1.S.051E,2024-07-12 23:21:09.042979,2024-07-12 23:21:14.192979
433,FOF2-28,24.1.S.051E,2024-07-12 23:21:21.571014,2024-07-12 23:21:26.721014
